Median_House_Value,Distance_to_coast,Tot_Rooms,Median_Age,Population,Median_Income
272900,4779.5781,507.0,45,305,2.6159
319100,12827.45761,4491.0,32,1696,4.9102
345500,91634.81861,489.0,10,183,6.2702
66400,99099.98305,2985.0,24,4042,1.7344
117800,6187.644444,3644.0,31,2229,3.1389
264000,23427.97837,4631.0,24,2360,3.0977
195600,27469.53382,1724.0,35,992,4.8359
246700,6964.57896,1453.0,46,817,3.0
237500,8480.336885,1994.0,18,3031,2.7614
101600,68204.07338,5451.0,17,3533,3.9191
63800,80137.98093,4599.0,44,2140,2.9952
161200,31568.14291,1449.0,40,636,2.7222
210300,8177.709178,1741.0,36,1245,4.1344
197000,1493.985482,3029.0,31,1236,5.6022
217000,31872.93169,2277.0,17,1887,5.7078
250400,11797.16501,2149.0,8,950,4.1103
250900,8415.911687,2104.0,24,1181,3.8365
200600,19808.85564,1923.0,52,910,3.45
195400,41849.09193,2704.0,32,1669,4.4653
229100,20578.16675,3939.0,20,2475,2.9025
173700,24660.91651,1737.0,37,1061,3.9615
113900,35646.63762,2591.0,14,1371,3.5774
107900,5824.567526,1790.0,24,1137,2.537
234600,40237.35842,2837.0,46,1453,3.1115
174800,70015.00567,4981.0,11,1934,3.7041
99600,20857.17053,2451.0,37,2824,1.9074
147800,29188.81752,674.0,35,808,2.6667
88700,16214.35164,1063.0,32,992,0.8984
293800,2060.950472,1364.0,31,707,3.1607
333300,18513.49127,1479.0,18,550,4.7356
84700,116375.4353,4635.0,30,2307,3.6548
322200,19582.2038,2512.0,23,3720,1.7896
60900,60254.95676,705.0,43,464,2.4205
92800,3594.495895,1303.0,47,694,2.5969
193800,23341.92341,1395.0,28,1220,3.3008
162500,19175.38631,892.0,34,1443,2.1903
158300,30391.49234,465.0,42,256,3.1719
155700,27827.01224,2492.0,17,1278,2.8875
274300,9220.754939,1618.0,3,710,6.0743
266000,31106.43278,4390.0,16,2146,6.1504
382100,7972.006573,2587.0,25,1219,4.4271
97500,4042.114695,1786.0,45,1475,1.7772
98000,112478.6607,4497.0,7,2248,3.6354
257800,16636.97468,2405.0,48,1868,3.375
257400,26180.37134,1393.0,49,605,2.9491
261000,2346.638865,1759.0,52,980,4.0125
122900,19828.20406,2601.0,50,3080,1.8656
92500,63127.16953,4188.0,3,2081,3.0481
159600,2714.578117,1321.0,35,1133,3.7312
217500,8413.882205,1771.0,32,995,5.8362
66800,13630.22949,1665.0,22,826,1.5625
171900,6413.875121,3676.0,14,1176,3.9464
92600,14863.08893,642.0,39,475,1.2083
300000,14033.34773,1679.0,18,783,5.3999
258300,9132.961273,3495.0,20,2186,3.1167
143100,6467.701681,5526.0,5,3207,4.0767
108800,69423.88466,1759.0,7,1064,1.9583
219400,25802.74307,4388.0,23,2526,4.5217
257100,39964.37172,3229.0,38,1599,3.8646
226500,114531.4096,4137.0,13,573,4.6394
120000,13326.10631,1843.0,50,892,3.1346
118500,56731.66424,4179.0,22,2096,2.4435
262500,20085.92314,2327.0,33,1166,4.2344
191700,27911.48962,1346.0,47,1452,1.7292
166600,23136.76824,1991.0,36,1306,4.5
105900,15192.39508,3082.0,34,1795,2.7885
89400,80169.06294,2011.0,38,1190,1.8654
213200,39434.6064,2679.0,36,1605,3.5313
289200,31125.14106,1982.0,16,1030,6.4339
239800,6763.647537,2721.0,52,1185,4.5428
265000,2727.608734,2605.0,52,2071,3.2964
200000,22935.30669,658.0,49,467,0.7068
116100,68115.89071,756.0,14,424,3.6953
283500,13858.99609,3575.0,15,1777,5.7192
115000,2426.130681,2728.0,17,1670,1.077
178300,11287.98212,1629.0,34,900,3.1458
208000,6347.124573,4458.0,16,3038,5.0739
212500,3390.755394,2135.0,25,566,2.6902
358000,27582.43896,2602.0,52,1137,5.3185
391200,3355.781413,4001.0,52,2129,3.5052
245300,11838.07729,2178.0,17,1077,3.6815
151500,20521.23075,1924.0,35,2101,2.4267
297400,7032.915259,1705.0,8,886,3.9659
182500,25728.76716,1488.0,35,1112,4.4688
94300,15245.86774,1607.0,37,1526,1.7158
168500,32848.28605,5580.0,18,3842,3.6512
221000,18690.92452,1770.0,35,1083,5.0483
214100,13421.12078,1607.0,44,799,5.084
375000,13017.11521,4814.0,16,1897,3.3725
110400,5976.288058,1922.0,48,1026,1.7969
112500,59881.23349,4928.0,16,2132,2.7983
84600,19080.88773,3113.0,36,1746,3.4625
90300,16104.59104,789.0,34,1041,3.119
225000,3355.781413,1190.0,52,1270,2.0329
102100,9761.175961,2131.0,34,1373,2.113
149300,26602.06253,1657.0,36,1689,2.7799
123800,5375.346838,2296.0,28,1277,2.3562
301900,7950.16756,2664.0,26,1745,3.4269
162500,8904.654385,617.0,34,810,1.9766
440900,13064.45503,1563.0,52,776,3.625
184400,36730.99714,2308.0,30,3034,2.3929
216100,3866.746246,1403.0,31,724,2.6403
282100,22255.29563,1942.0,36,891,3.6635
164600,26760.91338,1444.0,32,1177,3.6
171100,14495.47654,2880.0,11,1806,3.8056
309200,17333.29254,5076.0,19,2021,5.5683
37500,84404.99309,116.0,36,39,3.125
352700,34050.02494,1912.0,41,896,5.3473
217500,103214.5709,1167.0,3,422,2.4191
144000,17344.94655,1351.0,20,1427,4.4712
350000,4178.134466,2909.0,32,1310,4.516
229300,7505.383287,3695.0,26,2308,2.6667
350000,34268.2438,3398.0,20,1231,2.0288
91300,10443.31832,2393.0,11,1905,1.3448
267300,2663.392806,1165.0,45,845,4.1875
89600,115406.565,3921.0,13,1902,3.3616
306800,5958.314922,1017.0,36,407,4.8
387200,10315.83884,1629.0,37,668,6.1333
177200,49416.86235,2643.0,32,1862,3.7177
223800,5542.302317,2145.0,26,1285,4.9464
243200,6343.073473,3029.0,37,2436,3.3214
193800,10305.04089,84.0,24,32,5.875
237400,33779.40802,2543.0,23,1297,5.9164
185400,3052.160227,1291.0,31,1252,2.7143
118800,11881.98878,1922.0,10,1595,1.5208
219900,20409.81981,2546.0,25,1543,4.192
141100,28830.34499,705.0,46,655,3.5938
250000,24124.45488,1995.0,39,1202,3.5875
176600,45194.88236,2739.0,35,1481,4.5655
106000,64396.50878,1750.0,46,754,2.9137
165800,20865.88716,3623.0,26,1609,3.744
144400,16366.08786,5526.0,14,6799,2.6561
103500,72842.904,1489.0,32,774,3.275
289600,23221.26607,2830.0,26,1204,6.1273
149600,11102.48753,1295.0,32,1097,3.2386
148000,46428.74769,1596.0,24,1329,3.0417
400700,20778.46438,3429.0,29,1518,7.218
103400,10443.31832,2426.0,16,1505,1.6444
144100,98892.23792,2828.0,17,673,5.2563
350000,34117.23917,3023.0,6,1225,6.3705
192600,6588.587873,456.0,4,623,6.6369
150400,9912.520483,2225.0,36,2755,2.5547
305000,7097.338532,5943.0,20,2492,4.1141
112900,17456.20303,1902.0,43,1153,1.9375
81300,64701.2648,693.0,33,598,1.0217
170200,17446.10542,1538.0,40,669,3.3281
114200,63384.28244,917.0,44,666,1.685
162000,84164.77497,5542.0,3,2506,5.5875
278800,24076.30762,1532.0,51,669,3.6434
187300,45501.77071,3425.0,23,2202,3.52
223000,11881.98878,3889.0,43,1466,3.5529
178400,22473.52609,2700.0,34,2815,2.4196
321300,4143.420879,2189.0,52,1147,3.4583
89600,9249.383728,2754.0,39,2263,2.2454
229800,11622.91826,2154.0,33,1655,5.7962
47500,118997.5038,120.0,35,477,1.9125
97600,81201.99193,1717.0,48,610,3.125
288100,11407.6578,3562.0,19,1584,6.4211
208300,2105.93687,624.0,52,410,4.0042
211000,5239.190855,1777.0,26,1966,3.0472
280000,2060.950472,3510.0,52,1703,2.8654
125000,110654.6582,2236.0,16,1361,2.0066
314100,7050.935603,3982.0,36,2251,3.5364
86600,53590.85313,2438.0,39,1103,2.9375
95900,45888.20279,1215.0,16,787,4.1597
350900,19371.23539,2549.0,49,1539,2.6218
243800,15704.24288,3463.0,33,1845,2.0205
98300,14555.38389,1132.0,32,1211,2.1838
151600,117357.7108,3103.0,10,1283,3.071
213000,10553.73276,4273.0,15,2300,3.5313
48300,110904.6996,1377.0,26,761,1.4934
233000,29223.15837,3038.0,23,1568,5.6403
356300,9823.028063,1494.0,44,618,5.4035
168300,10751.59486,2969.0,16,1594,4.5221
376800,44904.50101,3908.0,36,1688,4.5625
304000,23237.41658,1066.0,44,416,3.6389
115800,20857.17053,1269.0,47,1628,1.5089
153100,26888.82302,523.0,38,226,5.5693
278200,4623.884767,1927.0,44,846,4.2083
175000,19802.70162,1160.0,9,735,1.119
186000,7217.523684,3380.0,30,2269,4.525
136800,11623.03847,2188.0,30,2727,2.7759
173800,12416.58177,1362.0,35,698,3.6458
288700,13388.63085,4261.0,19,2621,6.2427
206500,6912.148103,1826.0,27,1016,5.64
207000,11880.21834,1891.0,18,830,4.5764
293800,4529.11006,1781.0,43,663,4.7
112500,24643.30548,116.0,52,171,1.0769
303100,7416.046998,2021.0,36,1117,3.929
191900,42457.36366,1285.0,36,679,3.8705
474600,29266.45612,2272.0,28,868,7.7464
99200,17659.87718,1696.0,45,1502,1.3042
96700,17024.108,1149.0,35,909,1.7411
272300,16940.18372,3478.0,11,1693,4.6554
155800,106948.1051,2962.0,13,252,4.4063
192500,22935.30669,1279.0,42,1254,2.2583
336900,35001.56508,3150.0,34,1392,4.9355
181200,25748.0328,1681.0,36,964,4.108
114400,59620.21084,2527.0,49,1344,4.0833
230400,24211.75782,2062.0,35,991,5.2897
141700,55522.99101,2438.0,47,1148,1.4301
165600,18043.41101,2086.0,13,1356,2.95
79600,13232.59844,1186.0,39,539,2.0938
161000,10250.96033,1256.0,34,638,4.0507
161000,28974.21007,1293.0,31,599,4.7578
277600,20768.91644,1376.0,18,670,6.5146
226900,29018.86629,3935.0,24,1912,5.7951
96700,15380.6623,1604.0,42,1581,1.7656
22500,3898.78993,296.0,33,216,2.675
114100,20328.26852,921.0,47,881,1.4327
113500,79649.19843,3730.0,16,1346,2.183
126900,6963.881724,3223.0,37,1325,4.0938
286500,4247.260971,2505.0,39,872,5.3433
232500,22852.27776,3033.0,49,1284,4.1161
123400,75763.96839,2603.0,30,1491,3.0909
366100,6607.194021,2576.0,41,794,5.956
109700,4967.005194,2665.0,51,1258,2.7303
350000,20477.45381,1759.0,46,2716,2.1637
161600,38000.32553,1854.0,48,1126,3.2216
157200,90878.65966,3903.0,18,1388,4.2386
166300,31426.63376,4428.0,22,3152,4.7932
90500,47238.32235,4602.0,12,2299,3.0625
102300,63485.56285,2001.0,22,1520,3.148
167100,12429.3376,1999.0,42,1060,3.7031
340700,25554.48907,2331.0,27,1178,4.6654
159200,7349.620842,2643.0,52,1212,1.9167
151800,11209.40095,987.0,31,619,2.9286
271400,6287.818261,3969.0,11,1508,4.3409
243600,9020.41331,1727.0,14,1116,5.3428
81900,80775.12671,699.0,28,432,2.1875
137900,29452.25596,858.0,38,1250,2.9219
184400,35267.06012,3433.0,29,1919,3.3841
86300,91819.83159,2084.0,34,868,4.381
214700,53357.63087,3494.0,28,1391,5.3637
119300,19006.79533,1933.0,31,1522,1.5781
111900,72094.24368,4261.0,25,2319,3.3958
145300,24769.30134,1519.0,21,1203,3.2083
282200,14949.83854,2545.0,33,1287,5.5
264100,13069.94907,2238.0,16,1002,6.6143
173400,65580.61692,1251.0,6,544,3.0694
103600,3984.696148,1817.0,33,1220,2.5382
126200,55755.84691,2171.0,25,1053,3.5278
236200,5274.255828,2153.0,44,947,5.0072
195800,23101.35097,835.0,33,781,5.1082
145500,20321.93765,284.0,48,422,1.2826
124100,12723.90643,3018.0,37,1720,2.7269
109100,27701.32289,470.0,52,434,2.095
141300,33581.36208,1811.0,15,718,2.3929
455400,46579.84557,3134.0,37,1220,5.2865
209300,15636.84544,2064.0,29,1265,3.8864
217700,29434.72193,2229.0,18,1283,5.5955
287500,6703.535769,2604.0,52,1798,1.725
357900,18091.36306,1659.0,15,679,5.0
36600,114968.8199,875.0,26,567,0.9288
148100,21327.05774,1651.0,42,1559,2.3882
207000,15545.09995,2079.0,34,1379,5.103
263900,28411.57754,2686.0,20,1507,5.8068
158000,11133.53396,2514.0,18,2205,3.3859
55300,106084.4084,1475.0,17,943,2.1287
140600,9752.501532,974.0,10,631,2.3152
131200,66714.22435,3553.0,15,1684,3.3169
257600,20117.20591,1893.0,36,797,3.6818
107300,5003.302227,2050.0,52,1277,3.0507
433800,4456.054691,2647.0,39,1254,4.2407
191500,31960.8337,5106.0,24,2310,4.4375
244900,23571.0098,5574.0,26,2607,4.0324
172600,19044.54356,2363.0,12,1211,3.8967
189600,12327.86484,2626.0,18,1302,4.0167
167300,13171.52373,2559.0,11,1309,4.1847
228200,4365.682225,1992.0,28,1622,2.7689
169100,21972.92885,1630.0,40,1568,2.7366
218200,18935.7421,3731.0,31,2313,3.2237
130600,17347.50955,1708.0,19,906,4.918
304400,16474.36295,2403.0,20,1149,6.0621
110000,11067.03821,2322.0,21,662,3.1679
199600,6763.647537,2286.0,52,1073,3.0298
118100,19887.91865,1962.0,27,1492,1.9621
171300,20224.36155,1688.0,47,1663,4.0609
404500,1390.964637,1691.0,42,761,5.1386
233800,55111.33425,3170.0,52,1027,4.63
240000,22588.36153,4039.0,32,2675,3.0321
416800,4402.323756,5776.0,20,2757,6.6447
135000,33566.26658,3738.0,12,2337,3.9647
220900,18427.62821,1389.0,37,826,5.015
55000,68196.59583,769.0,17,301,1.7875
127100,9463.554516,2623.0,22,1283,2.1563
93400,66163.41876,1245.0,9,517,3.125
161900,18443.64886,1239.0,34,869,3.59
138800,38155.2838,1717.0,45,916,3.2425
220500,18321.384,3859.0,26,1469,5.8683
150000,5640.008125,2544.0,29,2332,3.2091
116100,17939.7412,1420.0,52,1080,1.5179
62800,25577.10281,535.0,40,335,2.5234
171100,11519.87322,2412.0,16,1612,4.5086
183400,15623.1314,2867.0,33,1774,2.9292
181300,25489.46951,1330.0,17,408,1.7171
84200,69927.51893,1086.0,34,663,3.3074
182900,12860.31997,3284.0,23,3257,2.4526
237100,30476.20643,3178.0,5,1467,5.2541
194100,60531.33135,2388.0,36,838,4.775
394100,28419.36445,1062.0,21,631,4.7386
146600,83227.02801,2495.0,25,1071,4.8173
107100,74870.92651,2969.0,35,1555,3.25
187500,23395.59651,993.0,32,1044,2.4306
206900,44279.14723,3630.0,33,2257,3.2469
239200,82972.92138,1608.0,16,792,3.1583
221100,6870.369843,1911.0,52,777,2.2429
159600,11102.48753,1633.0,36,1382,3.694
252800,7869.840996,1513.0,34,545,5.5701
375000,4483.080966,3114.0,52,1144,4.0
250800,1737.887888,1842.0,52,1032,5.5563
167500,52581.01506,2833.0,6,1717,3.2062
213000,15274.82634,1922.0,31,1030,5.3416
193800,21139.6612,779.0,42,450,3.9792
321300,6400.95652,1287.0,40,806,3.875
227300,11043.4347,2734.0,36,1308,5.9265
189800,30497.65097,1908.0,25,1412,2.2267
260400,42424.63145,3200.0,42,1668,3.375
152800,24156.62506,2103.0,28,1167,3.0592
122200,6343.030401,1497.0,12,943,2.1417
321500,2451.618359,1642.0,52,692,4.1812
265600,19823.98287,2774.0,33,1229,6.2944
159900,14547.3032,5923.0,15,3943,3.1793
80700,60358.67663,3131.0,38,1591,2.5457
246000,17078.1207,2248.0,17,878,5.1298
184400,11434.46123,1258.0,19,545,2.9762
160300,9938.478742,1928.0,38,1358,4.0687
244200,47248.0031,338.0,17,200,7.8118
324600,10091.52444,3416.0,6,1319,6.9326
89600,62557.18798,3002.0,25,1660,2.1116
191100,24387.60002,1363.0,31,1897,2.3929
198100,9534.009131,1623.0,24,911,2.7401
184300,22848.62919,3007.0,46,2587,2.7179
140200,17847.65154,1398.0,23,1112,2.2366
160200,31848.58031,4085.0,35,3988,3.4812
112500,26584.42367,360.0,14,134,2.7411
330500,20117.20591,1809.0,34,863,4.3
158000,21326.31084,1478.0,39,1127,3.525
115400,18367.80531,930.0,40,1203,2.5938
137500,2249.485926,835.0,20,290,2.483
156100,106704.051,1931.0,18,1271,2.7463
277600,32946.2099,2180.0,30,1050,6.3688
210700,36777.80761,1006.0,28,738,1.9722
241900,25453.77617,1262.0,31,1019,3.7083
168500,2857.659906,2804.0,14,1083,2.6466
81500,74702.58503,953.0,37,611,1.9926
210300,27311.19406,1358.0,33,738,5.0947
378100,1511.774221,4430.0,28,2131,4.9384
112500,38098.87805,1045.0,29,1245,1.775
169000,11265.46045,2064.0,33,1384,4.5263
238100,17664.47337,3655.0,25,1776,5.687
166700,1799.902964,706.0,44,399,3.0089
228900,49491.34341,3465.0,25,1722,4.8304
116300,14770.76104,4022.0,31,3707,1.3096
127000,8975.148875,3018.0,25,1614,3.4722
67500,4295.332439,242.0,52,188,1.3958
141300,1370.322245,1731.0,39,2115,1.5369
305600,19000.91124,2362.0,28,2759,2.2364
204200,20324.82679,357.0,35,377,3.0139
115700,72616.35396,4672.0,7,2534,3.4228
190800,10154.52803,4695.0,12,2153,4.6483
352100,8259.085109,1467.0,52,496,7.2574
285900,4894.507879,1936.0,35,1008,5.4791
47500,3456.403672,204.0,52,248,1.7961
162100,33204.10605,2559.0,29,1886,2.6036
415600,5806.255178,2261.0,44,763,6.7449
135400,7057.843436,1340.0,40,766,3.4722
150200,55996.17774,4116.0,8,1785,3.1672
198100,10414.02514,2823.0,28,1189,5.1733
246400,4823.634464,678.0,6,318,5.2375
260900,6914.520606,3653.0,26,1930,5.7301
81300,1795.101134,215.0,35,100,1.6023
197100,10070.93026,1692.0,34,836,5.0172
285300,8904.883615,3306.0,33,2475,2.8797
225000,15609.35184,2590.0,23,1795,3.16
148400,26325.61966,1325.0,47,1557,2.8
354400,14944.29189,3219.0,22,1479,4.1473
65200,60935.4555,1134.0,40,675,1.3696
150000,5427.301746,936.0,51,517,1.2852
381900,22232.28716,3743.0,8,1633,6.7027
246000,14838.3242,3498.0,31,2098,3.9837
152400,77761.6272,2223.0,36,942,4.6806
144700,12685.11947,3073.0,14,2000,2.3824
395000,6537.207143,3578.0,26,1504,4.1375
142600,5440.851975,1056.0,52,792,2.6583
156500,7014.264075,2750.0,8,1526,5.102
123200,112843.8476,2153.0,22,903,2.125
90400,70194.61685,2159.0,24,1141,3.9853
244900,16249.38503,1507.0,26,931,5.1645
231400,23597.40428,2021.0,13,1081,4.3269
253800,5392.74648,869.0,39,406,4.0313
100800,61696.42583,754.0,27,746,1.9531
117200,46575.81431,1869.0,12,1007,3.125
122100,43305.25838,1166.0,36,504,3.5938
282900,9180.817622,5041.0,17,2396,6.0868
400400,5073.722422,4127.0,35,1596,5.9073
150400,64104.51516,1226.0,34,359,3.8068
351400,25285.73614,3597.0,18,1321,5.3077
147500,12964.62363,913.0,10,508,0.9914
145800,4123.949812,2404.0,24,1566,1.5076
223200,17217.54539,1082.0,47,455,3.0132
196100,28788.09895,2377.0,25,1200,4.7083
281200,29646.30503,1265.0,27,660,5.3911
201500,19056.63,984.0,36,615,4.1786
128800,20924.94581,2225.0,34,2980,1.6685
108300,70453.91769,300.0,38,154,4.0909
136000,7420.973063,2604.0,16,1696,4.6628
63500,78851.09639,1629.0,50,1581,2.2019
333900,17341.86616,1134.0,40,452,4.569
386400,12338.20776,1343.0,17,511,4.625
262500,21100.54082,3926.0,25,4865,1.6112
202000,19252.38022,2087.0,23,1809,3.1667
255200,20740.2881,3262.0,17,1879,4.1359
162500,19055.18553,1653.0,41,1868,1.78
162500,4797.792929,2662.0,52,3018,2.3305
290100,4746.332283,2315.0,52,835,4.5893
96600,37594.38746,2342.0,15,1064,1.8967
290300,22714.89768,3548.0,18,1506,6.925
180600,29459.7785,1912.0,40,2077,2.6
238000,3162.951305,2405.0,35,1583,5.0659
381200,7019.516141,3832.0,38,1332,5.0044
234400,10513.22307,2000.0,36,956,5.3735
112500,24649.99334,2397.0,16,1053,2.6994
126500,76302.12928,5640.0,22,3157,4.1581
373500,18220.54382,2696.0,36,905,3.1146
160700,5069.436163,2198.0,10,1645,4.5547
281100,5863.928786,2219.0,27,937,5.7601
175000,25301.76969,36.0,26,35,1.625
152300,9580.700372,939.0,33,1309,3.4063
96200,45022.00829,990.0,27,592,2.0074
119400,43020.40195,1755.0,35,1453,2.316
142700,6511.655861,1462.0,15,1002,3.9698
240700,11221.96917,2015.0,32,1019,6.1104
367100,34718.34458,2377.0,34,1055,6.0
170100,84017.13406,2213.0,12,1097,4.5568
300000,19879.53602,5221.0,28,5840,1.8829
77800,61646.0243,1383.0,17,719,1.6164
80600,10680.72009,1021.0,26,301,2.625
153300,110520.6281,1047.0,17,530,2.1538
458300,5774.411546,2031.0,36,817,5.1271
137500,26890.80898,1705.0,24,2037,2.4219
219200,9959.651638,1853.0,45,945,5.0787
218400,7234.344197,1723.0,38,711,3.0673
350000,20494.38389,1156.0,26,1880,2.2716
265600,3427.357328,967.0,42,481,5.6611
129300,30849.73979,2226.0,35,2230,2.9167
170300,17475.2524,4417.0,22,2759,4.25
101500,17659.87718,1966.0,30,2028,1.625
279300,24124.45488,1868.0,40,799,2.9306
93100,84894.81819,1131.0,15,728,1.5531
212000,5543.782801,1777.0,46,805,2.8676
212700,1566.030638,2528.0,40,1318,3.6413
226300,4696.761607,2274.0,42,1255,5.1205
150000,66792.69685,1817.0,31,992,3.0972
72800,110680.6675,4717.0,16,3589,2.1061
141100,83390.2201,3057.0,15,1154,3.9741
179100,7818.90993,2681.0,35,1580,4.1042
176000,26574.18842,1583.0,35,1481,3.7
148100,12984.14126,4964.0,29,2773,3.0827
127100,65040.00981,934.0,10,401,0.9336
110700,119654.0318,4480.0,7,2271,3.809
266700,7784.12694,753.0,14,421,4.2463
121600,98347.61065,2259.0,29,1099,2.3314
150000,57192.12092,1855.0,26,1109,2.2429
147200,26926.25921,1625.0,36,2003,2.181
146900,8904.654385,1050.0,35,918,1.7344
141000,13908.81893,3737.0,11,2212,3.1062
120400,15207.41042,3899.0,20,2198,3.2061
137500,27769.67161,762.0,8,728,2.4886
302200,30753.84054,1259.0,25,599,5.7407
330700,3049.974746,1249.0,37,583,5.7422
360500,7625.175105,878.0,52,393,3.7045
331600,4975.515178,4335.0,18,2041,3.4861
63700,37632.8249,1402.0,20,1104,1.9088
175000,24387.60002,221.0,13,286,1.9063
344100,29656.94837,1848.0,15,786,5.7204
227200,9048.809314,2294.0,21,1306,3.0347
169300,19992.95486,1413.0,44,1200,3.5125
175000,11505.51277,138.0,26,100,4.875
101400,5003.884023,1225.0,52,725,2.0
194700,20087.34171,2824.0,36,1394,4.6477
109400,58586.58529,3608.0,17,1694,3.311
89300,17377.42421,1263.0,32,1789,1.9957
154200,27272.25515,394.0,31,573,1.8173
86100,80169.06294,1487.0,44,972,3.2292
116300,82646.69573,2696.0,36,1192,3.9615
87200,66714.22435,1120.0,30,609,2.2386
108300,3774.306535,338.0,37,231,2.5313
135000,50423.49992,4038.0,34,2716,4.1339
194900,6516.219236,1786.0,52,1090,2.8988
55000,55895.90664,2066.0,21,2548,1.3571
279100,8371.360322,2229.0,27,1297,4.8304
136900,18901.13507,749.0,29,708,2.4583
87900,99693.625,1507.0,9,761,3.0184
308700,23411.74639,865.0,16,403,5.7396
177200,29490.93939,2824.0,24,1480,5.2614
446200,8377.321293,1389.0,52,514,7.0897
213500,7349.620842,2491.0,52,1098,3.075
117800,73191.59478,2226.0,15,1004,2.7868
183100,24415.04565,1730.0,36,1099,4.0368
145800,5606.996647,2715.0,49,1006,4.2308
141000,53606.55025,1430.0,29,872,4.0833
65500,96120.83616,1454.0,20,624,1.925
88300,83966.59412,4174.0,35,2127,3.2232
137600,66274.56717,3062.0,15,1624,4.3864
263900,2615.856782,1271.0,52,1076,2.9911
213500,6392.995797,1046.0,22,527,4.375
186000,5158.048657,1832.0,27,1480,3.9643
284100,5336.671989,1464.0,49,636,4.25
195200,23418.97767,1411.0,34,1040,3.4338
167000,22425.95546,2108.0,35,1243,3.6731
257400,14305.37902,5830.0,13,2897,6.2403
325000,6009.133885,3125.0,33,1720,2.9722
129700,24661.44432,792.0,45,872,2.6875
322900,10713.72356,2521.0,38,1091,4.1296
233100,3143.582011,1772.0,43,1573,2.7474
386800,7285.99793,3767.0,38,1455,6.8787
200000,38575.33887,1962.0,49,1329,3.2898
271100,2663.392806,2197.0,31,1193,4.6371
117600,48310.50793,3076.0,25,2868,2.6619
221100,27882.87988,2094.0,32,1413,4.5089
86400,3949.977421,2692.0,37,1263,3.0216
102500,53876.40022,1801.0,21,2556,2.4716
175000,53361.02139,1684.0,52,675,4.1467
192600,22056.2163,836.0,39,704,3.5256
276800,31760.15359,3797.0,27,2043,5.5
341300,6753.405953,1866.0,37,822,4.7
155200,8234.602881,2444.0,37,1562,2.6464
55200,16641.09283,1564.0,18,1161,2.1792
